El Haouaria|10.7659,36.9103;10.8026,36.8894;10.8085,36.8781;10.8070,36.8672;10.7993,36.8687;10.7979,36.8592;10.7849,36.8577;10.7814,36.8509;10.8129,36.8489;10.8242,36.8551;10.8383,36.8281;10.8623,36.8211;10.8656,36.8411;10.8764,36.8360;10.8863,36.8398;10.9105,36.8866;10.9272,36.8968;10.9393,36.9165;10.9618,36.9281;10.9834,36.9528;11.0020,36.9621;11.0086,36.9557;11.0301,36.9713;11.0128,36.9927;11.0349,37.0132;11.0594,37.0096;11.0585,37.0320;11.0633,37.0411;11.0744,37.0441;11.0749,37.0515;11.0599,37.0637;11.0561,37.0751;11.0352,37.0887;11.0383,37.0787;10.9746,37.0498;10.9621,37.0546;10.9239,37.0461;10.9079,37.0504;10.9042,37.0435;10.9097,37.0406;10.9040,37.0368;10.9098,37.0329;10.9045,37.0280;10.9112,37.0237;10.9071,37.0192;10.9148,37.0186;10.9119,37.0071;10.8989,37.0107;10.8927,36.9944;10.8742,36.9773;10.7965,36.9365;10.7659,36.9103
El Hencha|10.5942,35.2420;10.6011,35.1988;10.6160,35.1667;10.6180,35.1403;10.6400,35.0724;10.7065,35.0293;10.7115,35.0204;10.7028,35.0020;10.7014,34.9765;10.6808,34.9673;10.6832,34.9569;10.7477,34.9208;10.7599,34.9025;10.7750,34.9180;10.8158,34.8962;10.8012,34.9265;10.7946,34.9744;10.8075,34.9976;10.8370,34.9862;10.8450,34.9943;10.8583,34.9883;10.8597,35.0054;10.8437,35.0127;10.7860,35.0769;10.7916,35.0774;10.8189,35.1398;10.8370,35.1484;10.8324,35.1705;10.8024,35.2169;10.8047,35.2460;10.7949,35.2562;10.7911,35.2738;10.7651,35.2785;10.7505,35.2488;10.7583,35.2416;10.7112,35.2216;10.6746,35.2219;10.6290,35.2576;10.5942,35.2420
El Hrairia|10.1226,36.7950;10.1004,36.8020;10.0814,36.7958;10.0739,36.7996;10.0598,36.7971;10.0516,36.7867;10.0447,36.7941;10.0207,36.7985;10.0038,36.7869;10.0240,36.7756;10.0293,36.7619;10.0540,36.7736;10.0815,36.7745;10.1279,36.7874;10.1226,36.7950
El Jem|10.6721,35.3573;10.6474,35.3445;10.6354,35.3519;10.6331,35.3405;10.6197,35.3443;10.6163,35.3230;10.6305,35.3165;10.6165,35.3129;10.6105,35.2952;10.6033,35.2903;10.5967,35.2966;10.5818,35.2815;10.5942,35.2420;10.6290,35.2576;10.6609,35.2300;10.6876,35.2187;10.7112,35.2216;10.7583,35.2416;10.7505,35.2488;10.7651,35.2785;10.7911,35.2738;10.7949,35.2562;10.8047,35.2460;10.8577,35.2586;10.8555,35.2749;10.8151,35.3070;10.8285,35.3145;10.8156,35.3252;10.8278,35.3275;10.8109,35.3420;10.8151,35.3473;10.8092,35.3484;10.7784,35.4031;10.7713,35.4013;10.7599,35.4129;10.7310,35.4096;10.7441,35.4042;10.7502,35.3909;10.7163,35.3832;10.7122,35.3664;10.6767,35.3482;10.6721,35.3573
El Kabaria|10.1877,36.7232;10.2097,36.7466;10.1957,36.7649;10.1694,36.7592;10.1757,36.7363;10.1821,36.7330;10.1763,36.7200;10.1877,36.7232
El Krib|9.0437,36.2317;9.0507,36.2333;9.0659,36.2582;9.0885,36.2651;9.1159,36.2935;9.1537,36.2607;9.1649,36.2608;9.1624,36.2729;9.1787,36.2677;9.1882,36.2549;9.2009,36.2680;9.2183,36.2665;9.2198,36.2791;9.2291,36.2788;9.2290,36.2876;9.2403,36.2920;9.2344,36.3016;9.2701,36.3354;9.2577,36.3665;9.2459,36.3741;9.2427,36.3698;9.1937,36.3717;9.1730,36.3844;9.1316,36.3636;9.1134,36.3657;9.1132,36.3949;9.0818,36.4068;9.0903,36.4125;9.0889,36.4195;9.0681,36.4348;9.0334,36.4440;9.0162,36.4634;8.9630,36.4600;8.9300,36.4502;8.9314,36.4440;8.9245,36.4414;8.9328,36.4204;8.9612,36.4037;8.9668,36.3840;8.9779,36.3766;8.9728,36.3648;8.9873,36.3480;8.9807,36.3458;8.9822,36.3403;8.9738,36.3419;8.9770,36.3366;8.9658,36.3413;8.9666,36.3328;8.9603,36.3369;8.9613,36.3307;8.9467,36.3200;8.9533,36.3154;8.9440,36.3142;8.9453,36.3094;8.9624,36.3037;8.9555,36.2954;8.9687,36.2910;8.9788,36.2787;8.9999,36.2397;9.0394,36.2398;9.0437,36.2317
El Ksar|8.8209,34.4370;8.8045,34.4104;8.7846,34.4074;8.7837,34.3819;8.7682,34.3849;8.7482,34.4083;8.7348,34.4025;8.7322,34.3884;8.7438,34.3663;8.7188,34.3368;8.7201,34.3243;8.8055,34.3250;8.8421,34.3411;8.8745,34.3435;8.9060,34.3696;8.9807,34.3983;9.0004,34.3998;9.0553,34.3812;9.0286,34.4202;9.0090,34.4371;8.9852,34.4860;8.9642,34.5021;8.9181,34.4854;8.8816,34.4966;8.8719,34.4852;8.8857,34.4469;8.8352,34.4324;8.8425,34.4536;8.8339,34.4566;8.8209,34.4370
El Menzah|10.1311,36.8482;10.1461,36.8269;10.1557,36.8332;10.1762,36.8167;10.1833,36.8481;10.1694,36.8405;10.1463,36.8548;10.1311,36.8482
El Metouia|10.0263,33.9408;10.0465,33.9626;10.0431,33.9783;10.0567,33.9809;10.0252,34.0870;10.0246,34.1162;10.0197,34.1189;10.0265,34.1515;10.0155,34.1685;10.0183,34.1873;10.0110,34.1932;10.0011,34.1882;9.9659,34.2111;9.9343,34.2062;9.9220,34.1966;9.9176,34.1857;9.9238,34.1814;9.9099,34.1593;9.9055,34.1229;9.9101,34.1092;9.8819,34.1115;9.8730,34.0989;9.8821,34.0924;9.8769,34.0674;9.8538,34.0500;9.7939,34.0258;9.7910,34.0168;9.8569,34.0127;9.8749,33.9980;9.9076,33.9966;9.9035,33.9551;9.9127,33.9400;9.9109,33.9119;9.9362,33.9138;9.9662,33.9358;9.9693,33.9197;10.0041,33.9274;10.0263,33.9408
El Mida|10.7592,36.7928;10.7345,36.7704;10.7704,36.7405;10.7669,36.7188;10.7745,36.7101;10.7737,36.6948;10.7822,36.7027;10.8111,36.6979;10.8335,36.6837;10.8380,36.6742;10.8679,36.6688;10.8810,36.6581;10.9003,36.6604;10.9172,36.6485;10.9635,36.7127;10.9356,36.7247;10.9348,36.7318;10.8895,36.7352;10.8382,36.7784;10.8241,36.7630;10.7860,36.7850;10.7592,36.7928
El Mourouj|10.2491,36.7109;10.2097,36.7466;10.1877,36.7232;10.1979,36.7224;10.2048,36.6930;10.2491,36.7109
El Omrane|10.1745,36.8127;10.1654,36.8295;10.1557,36.8332;10.1382,36.8216;10.1555,36.8094;10.1745,36.8127
El Omrane Supérieur|10.1382,36.8216;10.1461,36.8269;10.1311,36.8482;10.1167,36.8445;10.1175,36.8359;10.1382,36.8216
El Ouardia|10.1757,36.7751;10.1694,36.7592;10.1957,36.7649;10.1904,36.7729;10.1967,36.7788;10.1908,36.7848;10.1805,36.7835;10.1833,36.7767;10.1757,36.7751
Enfidha|10.2635,36.2282;10.2537,36.2228;10.2659,36.2138;10.2551,36.1978;10.2662,36.1768;10.2642,36.1660;10.2442,36.1563;10.2337,36.1658;10.1841,36.1579;10.1814,36.1506;10.1818,36.1379;10.2065,36.1355;10.2019,36.1054;10.2102,36.0957;10.2067,36.0888;10.2165,36.0861;10.2037,36.0566;10.2217,36.0550;10.2555,36.0357;10.2557,36.0057;10.3168,36.0012;10.3209,36.0195;10.3708,36.0120;10.3585,36.0284;10.3662,36.0303;10.3702,36.0557;10.3781,36.0542;10.3815,36.0645;10.4426,36.0621;10.4520,36.0710;10.4526,36.0856;10.4736,36.0886;10.4672,36.1704;10.3848,36.1907;10.3733,36.1854;10.3751,36.1586;10.3633,36.1576;10.3248,36.1834;10.3143,36.2161;10.3010,36.2121;10.2947,36.2199;10.2793,36.2178;10.2793,36.2343;10.2635,36.2282
Essouassi|10.6721,35.3573;10.6567,35.3836;10.6346,35.3849;10.6273,35.3978;10.6192,35.3932;10.6198,35.4148;10.5984,35.4195;10.5890,35.4302;10.5850,35.4137;10.5676,35.4195;10.5663,35.3981;10.5609,35.3961;10.5429,35.4090;10.5265,35.3997;10.4916,35.4087;10.4764,35.4242;10.4762,35.4306;10.4853,35.4339;10.4769,35.4392;10.4742,35.4334;10.4622,35.4339;10.4650,35.4417;10.4592,35.4514;10.4349,35.4535;10.4233,35.4516;10.4142,35.4387;10.4157,35.4273;10.4266,35.4182;10.3979,35.3887;10.4128,35.3718;10.3913,35.3740;10.3864,35.3654;10.3768,35.3646;10.3713,35.3450;10.3872,35.3411;10.3816,35.3272;10.4103,35.3026;10.4042,35.2981;10.4184,35.2981;10.4141,35.2917;10.4238,35.2816;10.4381,35.2894;10.4295,35.3012;10.4373,35.3030;10.4269,35.3106;10.4765,35.3406;10.4821,35.3178;10.4647,35.3093;10.4798,35.3008;10.4684,35.2821;10.4785,35.2736;10.4745,35.2691;10.4795,35.2608;10.5036,35.2610;10.5319,35.2357;10.5476,35.2368;10.5620,35.2281;10.5942,35.2420;10.5818,35.2815;10.5967,35.2966;10.6033,35.2903;10.6105,35.2952;10.6165,35.3129;10.6305,35.3165;10.6163,35.3230;10.6197,35.3443;10.6331,35.3405;10.6354,35.3519;10.6474,35.3445;10.6721,35.3573
Ettadhamen|10.1175,36.8359;10.1056,36.8454;10.0926,36.8371;10.1049,36.8220;10.1175,36.8359
Ettahrir|10.1175,36.8359;10.1254,36.8176;10.1382,36.8216;10.1175,36.8359
Ezzahra|10.3012,36.7621;10.2827,36.7525;10.2802,36.7396;10.3231,36.7331;10.3261,36.7403;10.3012,36.7621
Ezzouhour|10.1226,36.7950;10.1308,36.7863;10.1551,36.7989;10.1368,36.8018;10.1226,36.7950
Ezzouhour|8.8146,35.1601;8.8304,35.1501;8.8465,35.1499;8.8368,35.1684;8.8131,35.1641;8.8146,35.1601
Fernana|8.4838,36.6987;8.4834,36.6822;8.4702,36.6680;8.4513,36.6621;8.4599,36.6583;8.4468,36.6237;8.4492,36.6181;8.4735,36.6187;8.4852,36.6050;8.5020,36.6102;8.5182,36.5994;8.5135,36.5938;8.5215,36.5786;8.5342,36.5939;8.5308,36.5987;8.5370,36.6084;8.5545,36.6109;8.5624,36.6058;8.5629,36.5944;8.5784,36.6073;8.6067,36.6059;8.6167,36.5959;8.6177,36.5809;8.6305,36.5737;8.6448,36.5892;8.6918,36.5863;8.6941,36.5922;8.7163,36.5996;8.7246,36.5584;8.7318,36.5707;8.7761,36.5717;8.8051,36.5833;8.7980,36.5953;8.8091,36.6008;8.8021,36.6197;8.7743,36.6469;8.7859,36.6783;8.8213,36.6992;8.8197,36.7169;8.7713,36.7096;8.7594,36.7236;8.7495,36.7230;8.7413,36.7354;8.7418,36.7470;8.7238,36.7440;8.6976,36.7242;8.6799,36.7309;8.6785,36.7159;8.6587,36.7014;8.6494,36.6728;8.6116,36.6972;8.6126,36.7133;8.6015,36.7251;8.6081,36.7315;8.6065,36.7410;8.5659,36.7043;8.5338,36.6955;8.4970,36.7034;8.4838,36.6987
Fouchana|10.1444,36.7358;10.1310,36.7254;10.1513,36.7118;10.1467,36.6977;10.1629,36.6855;10.1778,36.6778;10.2101,36.6875;10.2135,36.6777;10.1860,36.6579;10.1924,36.6523;10.2146,36.6529;10.2382,36.6737;10.2316,36.6833;10.2443,36.6935;10.2491,36.7109;10.2048,36.6930;10.1979,36.7224;10.1763,36.7200;10.1672,36.7315;10.1444,36.7358
Foussana|8.6457,35.4409;8.6019,35.4072;8.5782,35.4236;8.5706,35.4181;8.5444,35.4169;8.5462,35.4233;8.5152,35.4198;8.4930,35.4087;8.4840,35.4168;8.4753,35.4456;8.4801,35.4641;8.4731,35.4863;8.4082,35.4639;8.3724,35.4679;8.3533,35.4631;8.3291,35.4218;8.3155,35.4142;8.3299,35.4065;8.3127,35.3722;8.3174,35.3412;8.3115,35.3151;8.3336,35.2804;8.3588,35.2762;8.4088,35.2450;8.4547,35.2363;8.4756,35.2407;8.4386,35.1985;8.4685,35.1994;8.5056,35.2126;8.5533,35.2558;8.6342,35.1955;8.6804,35.2053;8.7227,35.2458;8.7205,35.2552;8.7425,35.2598;8.7278,35.2700;8.7309,35.2775;8.7576,35.2835;8.7733,35.3040;8.8022,35.3055;8.7992,35.3136;8.8075,35.3361;8.8477,35.3698;8.8212,35.3625;8.8116,35.3734;8.7618,35.3817;8.7565,35.3883;8.7332,35.3832;8.7388,35.4061;8.7004,35.4285;8.6904,35.4124;8.6668,35.4137;8.6457,35.4409
Fériana|8.6342,35.1955;8.5533,35.2558;8.5056,35.2126;8.4685,35.1994;8.4386,35.1985;8.4226,35.1792;8.4094,35.1397;8.3590,35.1010;8.3431,35.0720;8.3157,35.0092;8.3086,34.9537;8.3153,34.9481;8.2863,34.9452;8.2452,34.9211;8.2561,34.9089;8.2614,34.8743;8.2701,34.8629;8.2853,34.8056;8.2986,34.8111;8.3252,34.8059;8.3553,34.8143;8.3505,34.8340;8.3544,34.8435;8.4501,34.8835;8.4703,34.8976;8.4811,34.8924;8.5141,34.9002;8.5122,34.8851;8.5530,34.8502;8.6590,34.8787;8.6679,34.8861;8.5929,34.9240;8.5998,34.9397;8.5997,34.9630;8.6252,34.9789;8.5956,35.0139;8.5824,35.0088;8.5612,35.0641;8.6101,35.0803;8.6290,35.0969;8.6365,35.1151;8.5972,35.1556;8.6411,35.1861;8.6342,35.1955
Gabès Ouest|9.9109,33.9119;9.9086,33.8541;9.9389,33.8154;9.9779,33.8248;9.9812,33.8312;10.0186,33.8434;10.0327,33.8541;10.0485,33.8416;10.0622,33.8404;10.0818,33.8566;10.0807,33.8679;10.0863,33.8718;10.0774,33.8936;10.0838,33.9051;10.0726,33.9304;10.0499,33.9137;10.0263,33.9408;10.0041,33.9274;9.9693,33.9197;9.9662,33.9358;9.9362,33.9138;9.9109,33.9119
Gabès Sud|9.9389,33.8154;9.9341,33.7923;9.9488,33.7738;9.9661,33.7657;9.9380,33.7491;9.9560,33.7320;9.9774,33.7180;9.9985,33.7146;10.0396,33.7267;10.0559,33.7376;10.0616,33.7237;10.0437,33.6957;10.0411,33.6759;10.0706,33.6908;10.0943,33.6921;10.1094,33.7142;10.1330,33.7227;10.1245,33.7567;10.1486,33.7686;10.1636,33.7895;10.1784,33.7957;10.1819,33.8243;10.1227,33.8836;10.0807,33.8679;10.0818,33.8566;10.0622,33.8404;10.0485,33.8416;10.0327,33.8541;10.0186,33.8434;9.9812,33.8312;9.9779,33.8248;9.9389,33.8154
Gabès Ville|10.0863,33.8718;10.1227,33.8836;10.1190,33.8949;10.1118,33.8937;10.1205,33.8953;10.1129,33.8962;10.1046,33.9107;10.1093,33.9219;10.0965,33.9192;10.0952,33.9244;10.1131,33.9246;10.0822,33.9358;10.0726,33.9304;10.0838,33.9051;10.0774,33.8936;10.0863,33.8718
Gafsa Nord|8.9703,34.4986;9.0172,34.5755;9.0540,34.6081;9.0529,34.6245;9.0951,34.6124;9.0992,34.6246;9.1111,34.6326;9.1060,34.6408;9.1151,34.6607;9.1484,34.6967;9.1562,34.7171;9.1181,34.7037;9.0999,34.7091;9.0839,34.7026;9.0678,34.6798;9.0547,34.6927;9.0410,34.6937;9.0261,34.7062;9.0076,34.7074;8.9896,34.7212;8.9419,34.6714;8.9381,34.6490;8.9174,34.6171;8.9382,34.5953;8.9537,34.5909;8.9454,34.5784;8.9141,34.5809;8.9014,34.5912;8.8953,34.5857;8.7912,34.6360;8.7446,34.6048;8.7253,34.6129;8.6948,34.5926;8.7511,34.5201;8.7761,34.5132;8.7980,34.4502;8.8209,34.4370;8.8339,34.4566;8.8425,34.4536;8.8352,34.4324;8.8857,34.4469;8.8719,34.4852;8.8816,34.4966;8.9181,34.4854;8.9642,34.5021;8.9703,34.4986
Gafsa Sud|8.8209,34.4370;8.7980,34.4502;8.7761,34.5132;8.7511,34.5201;8.6948,34.5926;8.6760,34.6002;8.6646,34.6228;8.6347,34.6453;8.6300,34.6578;8.5856,34.6274;8.5399,34.6302;8.5170,34.6411;8.5028,34.6072;8.5164,34.5683;8.5410,34.5472;8.5400,34.5283;8.5633,34.5168;8.6153,34.5117;8.6371,34.5001;8.6330,34.4834;8.5935,34.4773;8.5487,34.4494;8.5177,34.4016;8.4886,34.3824;8.4915,34.3636;8.5057,34.3606;8.5076,34.3545;8.4762,34.3381;8.4801,34.3235;8.4746,34.3151;8.4788,34.2976;8.4734,34.2528;8.4803,34.2441;8.4753,34.2393;8.4801,34.2304;8.4912,34.2411;8.5161,34.2384;8.5322,34.2495;8.5448,34.2687;8.5477,34.2875;8.5871,34.3129;8.6155,34.3217;8.6554,34.3143;8.6896,34.3246;8.6995,34.3198;8.7201,34.3243;8.7188,34.3368;8.7438,34.3663;8.7322,34.3884;8.7348,34.4025;8.7482,34.4083;8.7682,34.3849;8.7837,34.3819;8.7846,34.4074;8.8045,34.4104;8.8209,34.4370
Gaâfour|9.3153,36.3728;9.2864,36.3598;9.2578,36.3184;9.2344,36.3016;9.2403,36.2920;9.2290,36.2876;9.2291,36.2788;9.2198,36.2791;9.2183,36.2665;9.2009,36.2680;9.1917,36.2549;9.1991,36.2497;9.2012,36.2335;9.2340,36.2080;9.2166,36.1793;9.2406,36.1339;9.2773,36.1408;9.2767,36.1339;9.2903,36.1344;9.3154,36.1533;9.3224,36.1395;9.3323,36.1404;9.3514,36.1577;9.3708,36.1505;9.4145,36.1569;9.4316,36.1405;9.4585,36.1398;9.4722,36.1467;9.4928,36.1398;9.4783,36.1711;9.5056,36.1673;9.5270,36.1789;9.5022,36.1998;9.4801,36.2397;9.4828,36.2473;9.4321,36.2680;9.4109,36.2958;9.4119,36.3020;9.3943,36.3088;9.3933,36.3248;9.3859,36.3238;9.3780,36.3331;9.3720,36.3299;9.3644,36.3382;9.3464,36.3341;9.3404,36.3477;9.3187,36.3596;9.3153,36.3728
Ghannouch|10.0726,33.9304;10.0822,33.9358;10.0567,33.9809;10.0484,33.9821;10.0431,33.9783;10.0465,33.9626;10.0263,33.9408;10.0499,33.9137;10.0726,33.9304
Ghar El Melh|10.1346,37.1415;10.1548,37.1665;10.2212,37.1691;10.2209,37.1545;10.2302,37.1519;10.2305,37.1561;10.2319,37.1501;10.2567,37.1729;10.2815,37.1776;10.2769,37.1829;10.2337,37.1761;10.1447,37.1840;10.1002,37.1970;10.0802,37.2159;10.0684,37.2091;10.0471,37.1670;10.0488,37.1436;10.0127,37.1294;10.0139,37.1197;9.9952,37.1070;10.0041,37.0748;10.0177,37.0992;10.0332,37.1110;10.0579,37.1216;10.0989,37.1255;10.1092,37.1371;10.1346,37.1415
Ghardimaou|8.4492,36.6181;8.4178,36.6224;8.4037,36.6165;8.3877,36.5948;8.3806,36.5979;8.3261,36.5738;8.3200,36.5571;8.2915,36.5396;8.2564,36.5371;8.2460,36.5270;8.1953,36.5072;8.1771,36.5135;8.1729,36.5041;8.1537,36.4969;8.1602,36.4885;8.1548,36.4804;8.1760,36.4596;8.1953,36.4609;8.2134,36.4467;8.2510,36.4463;8.2631,36.4386;8.2845,36.4461;8.3032,36.4425;8.3065,36.4342;8.3153,36.4382;8.3279,36.4323;8.3434,36.4352;8.3549,36.4462;8.3718,36.4283;8.4063,36.4231;8.4097,36.4119;8.3938,36.3939;8.4019,36.3781;8.3765,36.3501;8.4496,36.3472;8.4607,36.3531;8.4632,36.3669;8.5033,36.3814;8.5171,36.3801;8.5401,36.3932;8.5370,36.4008;8.5139,36.3985;8.4838,36.4163;8.4887,36.4348;8.4853,36.4599;8.5051,36.4671;8.5026,36.4717;8.5088,36.4758;8.5144,36.4700;8.5213,36.4766;8.5179,36.4894;8.4765,36.5216;8.4845,36.5340;8.4965,36.5348;8.4989,36.5646;8.5156,36.5769;8.5135,36.5938;8.5182,36.5994;8.4990,36.6117;8.4852,36.6050;8.4735,36.6187;8.4492,36.6181
Ghezala|9.6288,37.1114;9.6152,37.1199;9.6204,37.1295;9.5878,37.1559;9.5940,37.1680;9.6117,37.1742;9.6073,37.1832;9.5843,37.1874;9.5528,37.2033;9.5367,37.1980;9.5262,37.2050;9.4803,37.1782;9.4606,37.1744;9.4586,37.1673;9.4422,37.1633;9.4214,37.1440;9.3922,37.1375;9.3947,37.0960;9.3648,37.0758;9.3687,37.0705;9.3514,37.0668;9.3486,37.0617;9.3619,37.0540;9.3555,37.0477;9.3602,37.0333;9.3483,37.0160;9.3747,36.9937;9.4302,37.0074;9.4432,37.0050;9.4464,36.9988;9.4290,36.9711;9.4551,36.9629;9.4592,36.9542;9.4868,36.9619;9.5177,36.9614;9.5199,36.9714;9.5063,36.9760;9.5051,36.9835;9.5127,37.0017;9.6003,37.0558;9.6054,37.0658;9.5950,37.0774;9.6288,37.1114
Ghomrassen|10.6073,33.1088;10.5590,33.1122;10.5326,33.1383;10.4963,33.1044;10.4193,33.0915;10.4101,33.0681;10.3717,33.0739;10.3402,33.0614;10.3344,33.0696;10.3322,33.1031;10.3484,33.1085;10.3342,33.1303;10.3538,33.1365;10.3403,33.1694;10.2370,33.1327;10.1866,33.0936;10.1605,33.0810;10.1443,33.0813;10.1355,33.0885;10.0993,33.0804;10.0844,33.0598;9.9602,33.0666;9.9420,33.0463;9.9068,33.0665;9.8965,33.0652;9.8935,33.0523;9.9169,33.0468;9.9274,33.0337;9.9366,33.0036;9.9628,32.9927;9.9951,32.9930;10.0117,32.9773;10.0776,32.9699;10.2090,32.9685;10.2662,32.9594;10.2801,32.9765;10.3361,32.9558;10.3929,32.9231;10.3688,32.9537;10.3766,32.9582;10.3525,32.9864;10.3417,32.9847;10.3430,32.9940;10.3623,32.9957;10.4083,33.0188;10.4266,33.0111;10.4267,33.0061;10.4481,33.0131;10.4449,33.0221;10.4775,33.0511;10.5097,33.0621;10.5114,33.0747;10.5217,33.0797;10.5399,33.0749;10.5561,33.0826;10.6056,33.0805;10.6073,33.1088
Goubellat|9.5762,36.4266;9.6290,36.4261;9.6525,36.4109;9.6556,36.4273;9.6820,36.4409;9.6982,36.4461;9.7113,36.4404;9.7392,36.4507;9.7355,36.4616;9.7397,36.4657;9.7329,36.4696;9.7517,36.4780;9.7594,36.4888;9.7756,36.4873;9.7840,36.5110;9.7971,36.5236;9.8240,36.5302;9.8387,36.5666;9.8640,36.5750;9.8542,36.6044;9.8174,36.6077;9.8101,36.6218;9.8163,36.6293;9.8072,36.6415;9.7758,36.6180;9.7581,36.6123;9.7028,36.6407;9.6895,36.6415;9.6890,36.6466;9.6809,36.6365;9.6726,36.6391;9.6716,36.6265;9.6532,36.6132;9.6645,36.6016;9.6477,36.5946;9.6061,36.5496;9.5682,36.5349;9.5569,36.5380;9.5533,36.5191;9.5259,36.5002;9.5516,36.4835;9.5379,36.4457;9.5647,36.4373;9.5692,36.4260;9.5762,36.4266
Graïba|10.3422,34.6018;10.2954,34.5686;10.2765,34.5818;10.2535,34.6160;10.2368,34.6206;10.2387,34.6153;10.2271,34.6121;10.1983,34.6203;10.1925,34.6068;10.1807,34.6031;10.1518,34.5741;10.1459,34.5759;10.1177,34.5540;10.0933,34.5524;10.0685,34.5405;10.0731,34.5225;10.0980,34.5100;10.1096,34.4837;10.1136,34.4460;10.1266,34.4259;10.1544,34.4221;10.1939,34.3923;10.1976,34.3867;10.1913,34.3643;10.2103,34.3477;10.2274,34.3549;10.2406,34.3698;10.2708,34.3732;10.2791,34.3894;10.2748,34.3946;10.2874,34.4053;10.2817,34.4128;10.2840,34.4247;10.2751,34.4313;10.2734,34.4669;10.2827,34.4688;10.3051,34.4990;10.3182,34.5041;10.3056,34.5126;10.3629,34.5161;10.3543,34.5324;10.3602,34.5590;10.3574,34.5882;10.3630,34.5961;10.3422,34.6018
Grombalia|10.4039,36.7013;10.3944,36.6838;10.3915,36.6448;10.3659,36.6458;10.3731,36.6392;10.3668,36.6358;10.3743,36.6284;10.3721,36.6149;10.3323,36.5770;10.3627,36.5825;10.3800,36.5655;10.3787,36.5440;10.3481,36.5339;10.3546,36.5160;10.3442,36.5135;10.3400,36.4981;10.3477,36.4879;10.3831,36.4856;10.3913,36.4906;10.4091,36.4828;10.4722,36.5103;10.4879,36.5093;10.5003,36.5233;10.4928,36.5410;10.5219,36.5467;10.5490,36.5668;10.5514,36.5773;10.5789,36.5870;10.5815,36.6037;10.5531,36.6271;10.5336,36.6162;10.5044,36.6575;10.4635,36.6882;10.4379,36.6882;10.4344,36.6951;10.4039,36.7013
Haffouz|9.8395,35.7435;9.7998,35.7379;9.7701,35.7208;9.7643,35.7261;9.7299,35.7246;9.6795,35.7121;9.6737,35.7336;9.6619,35.7304;9.6573,35.7538;9.6506,35.7450;9.6370,35.7571;9.6481,35.7679;9.6490,35.7854;9.6269,35.7911;9.5961,35.7415;9.5983,35.7253;9.5841,35.7224;9.5577,35.7011;9.5646,35.6639;9.5427,35.6556;9.5566,35.6377;9.5764,35.6426;9.5989,35.6361;9.6301,35.6389;9.6473,35.6183;9.6114,35.6093;9.6259,35.6031;9.6303,35.5880;9.6083,35.5778;9.6096,35.5692;9.5851,35.5531;9.5758,35.5387;9.5723,35.5151;9.5818,35.5098;9.5877,35.4839;9.5831,35.4718;9.6014,35.4754;9.6152,35.5099;9.6042,35.5174;9.6230,35.5242;9.6324,35.5088;9.6591,35.5012;9.6732,35.4865;9.6860,35.4904;9.6962,35.4736;9.7035,35.4798;9.7123,35.4660;9.7041,35.4518;9.7282,35.4412;9.7390,35.4617;9.7752,35.4657;9.7907,35.4831;9.7981,35.4786;9.8198,35.4902;9.8002,35.5339;9.7610,35.5627;9.7553,35.5750;9.7698,35.5836;9.8309,35.5927;9.8260,35.6274;9.8199,35.6347;9.8411,35.6417;9.8448,35.6537;9.8621,35.6629;9.8640,35.6747;9.8640,35.6926;9.8542,35.7017;9.8650,35.7172;9.8395,35.7435
Hajeb El Ayoun|9.5662,35.2697;9.5870,35.2848;9.6000,35.2796;9.6095,35.2667;9.6417,35.2607;9.6584,35.2425;9.6916,35.2307;9.7041,35.2751;9.6940,35.2992;9.7026,35.3329;9.6966,35.3449;9.7045,35.3528;9.6813,35.3658;9.7000,35.4084;9.6982,35.4181;9.7112,35.4364;9.7282,35.4412;9.7041,35.4518;9.7123,35.4660;9.7035,35.4798;9.6962,35.4736;9.6860,35.4904;9.6732,35.4865;9.6591,35.5012;9.6324,35.5088;9.6230,35.5242;9.6042,35.5174;9.6152,35.5099;9.6014,35.4754;9.5831,35.4718;9.5877,35.4839;9.5818,35.5098;9.5540,35.5382;9.5493,35.5695;9.5036,35.5965;9.4778,35.5930;9.4703,35.6021;9.4597,35.6011;9.4519,35.5868;9.4226,35.5764;9.4199,35.5632;9.3983,35.5594;9.3959,35.5477;9.4335,35.5343;9.4424,35.5023;9.4641,35.4931;9.4662,35.4772;9.4903,35.4635;9.4850,35.4494;9.4883,35.4294;9.5051,35.4141;9.5003,35.4116;9.5052,35.4052;9.4744,35.3884;9.4591,35.3635;9.5271,35.3443;9.5273,35.3333;9.5366,35.3222;9.5323,35.3177;9.5496,35.2812;9.5662,35.2697
Hammam Chott|10.4176,36.7166;10.3599,36.7242;10.3526,36.7162;10.3629,36.6954;10.3683,36.6565;10.3612,36.6469;10.3915,36.6448;10.3978,36.6965;10.4176,36.7166
Hammam Ghezèze|11.0086,36.9557;11.0357,36.9413;11.0328,36.9346;11.0499,36.9232;11.0356,36.8988;11.0538,36.8807;11.0500,36.8759;11.0628,36.8658;11.0733,36.8814;11.0837,36.8806;11.0888,36.8638;11.0999,36.8551;11.1296,36.8573;11.1367,36.8748;11.1069,36.9033;11.0987,36.9565;11.0594,37.0096;11.0349,37.0132;11.0128,36.9927;11.0301,36.9713;11.0086,36.9557
